movie_id,title,director,year,runtime,genres
tt0375210,White Noise,Geoffrey Sax,2005,101,"Drama,Horror,Mystery"
tt0430912,Basic Instinct 2,Michael Caton-Jones,2006,114,"Drama,Mystery,Thriller"
tt0450345,The Wicker Man,Neil LaBute,2006,102,"Horror,Mystery,Thriller"
tt0450385,1408,Mikael Håfström,2007,104,"Fantasy,Horror,Mystery"
tt0475937,The Abandoned,Nacho Cerdá,2006,99,"Horror,Mystery,Thriller"
tt0492754,Salvage,"Jeff Crook, Josh Crook",2006,80,"Horror,Mystery,Thriller"
tt0759604,Out of Sight,Daniel Syrkin,2006,88,"Drama,Mystery"
tt0783608,The Walker,Paul Schrader,2007,108,"Crime,Drama,Mystery"
tt0814314,Seven Pounds,Gabriele Muccino,2008,123,"Drama,Mystery,Thriller"
tt0840094,Five Days,"Otto Bathurst, Toby Haynes, Simon Curtis, Peter Hoar",2007,60,"Crime,Drama,Mystery"
tt0857265,Sleuth,Kenneth Branagh,2007,88,"Crime,Drama,Mystery"
tt0026273,The Desert Trail,Lewis D. Collins,1935,54,Western
tt0026529,The Informer,John Ford,1935,91,"Crime,Drama"
tt0029608,Stella Dallas,King Vidor,1937,106,"Drama,Romance"
tt0031676,Mr. Moto Takes a Vacation,Norman Foster,1939,65,"Action,Crime,Drama"
tt0035160,Obsession,Luchino Visconti,1943,140,"Crime,Drama,Romance"
tt0052169,The Screaming Skull,Alex Nicol,1958,68,"Horror,Thriller"
tt0066384,Skullduggery,"Gordon Douglas, Richard Wilson",1970,105,Adventure
tt0072752,The Beast,Walerian Borowczyk,1975,98,"Drama,Fantasy,Horror"
tt0074802,Lipstick,Lamont Johnson,1976,89,"Crime,Drama,Thriller"
tt0083146,Sweet Sixteen,Jim Sotos,1983,90,"Crime,Drama,Horror"
tt0087127,Deathstalker,James Sbardellati,1983,80,"Action,Adventure,Fantasy"
tt0087755,The Muppets Take Manhattan,"Frank Oz, Steve Gomer",1984,94,"Adventure,Comedy,Drama"
tt0089841,Prizzi's Honor,John Huston,1985,130,"Comedy,Crime,Drama"
tt0092796,Creepshow 2,Michael Gornick,1987,92,"Fantasy,Horror"
tt0096073,The Seventh Sign,Carl Schultz,1988,97,"Drama,Fantasy,Horror"
tt0096118,Sleepaway Camp II: Unhappy Campers,Michael A. Simpson,1988,80,"Comedy,Horror"
tt0096453,Witchery,Fabrizio Laurenti,1989,95,Horror
tt0096786,Alienator,Fred Olen Ray,1990,93,"Action,Drama,Fantasy"
tt0099260,China O'Brien,Robert Clouse,1990,86,"Action,Crime,Drama"
tt0099674,The Godfather Part III,Francis Ford Coppola,1990,162,"Crime,Drama"
tt0101368,Severed Ties,Damon Santostefano,1991,92,"Comedy,Horror,Sci-Fi"
tt0102585,Omen IV: The Awakening,"Jorge Montesi, Dominique Othenin-Girard",1991,97,Horror
tt0113501,Just Cause,Arne Glimcher,1995,102,"Action,Crime,Drama"
tt0114057,Othello,Oliver Parker,1995,123,"Drama,Romance"
tt0115834,Carnosaur 3: Primal Species,Jonathan Winfrey,1996,80,"Action,Horror,Sci-Fi"
tt0118882,Conceiving Ada,Lynn Hershman Leeson,1997,85,"Drama,Fantasy,Sci-Fi"
tt0138322,Beretta's Island,Michael Preece,1993,97,"Action,Adventure,Comedy"
tt0161023,Tumbleweeds,Gavin O'Connor,1999,102,"Comedy,Drama"
tt0164052,Hollow Man,Paul Verhoeven,2000,112,"Action,Horror,Sci-Fi"
tt0186589,Sugar & Spice,Francine McDougall,2001,81,"Comedy,Crime"
tt0192766,A Wake in Providence,Rosario Roveto Jr.,1999,92,Comedy
tt0202458,Love.com,Sherwood Ball,2002,85,Thriller
tt0219400,Waking Up in Reno,Jordan Brady,2002,91,"Comedy,Romance"
tt0237616,The Prodigy,Edward T. McDougal,1999,104,Drama
tt0240684,The Little Mermaid 2: Return to the Sea,"Jim Kammerud, Brian Smith",2000,75,"Adventure,Animation,Comedy"
tt0255914,The Darkling,Po-Chih Leong,2000,120,Horror
tt0311289,Holes,Andrew Davis,2003,117,"Adventure,Comedy,Drama"
tt0319147,Casomai,Alessandro D'Alatri,2002,114,"Comedy,Romance"
tt0332658,Intermission,John Crowley,2003,105,"Comedy,Crime,Drama"
tt0334541,Tremors 4: The Legend Begins,S.S. Wilson,2004,101,"Action,Adventure,Comedy"
tt0337640,Hollywood North,Peter O'Brian,2003,89,Comedy
tt0365514,Moon Child,Takahisa Zeze,2003,120,"Action,Drama,Sci-Fi"
tt0365686,Revolver,Guy Ritchie,2005,111,"Action,Crime,Drama"
tt0366555,The Hazing,Rolfe Kanefsky,2004,87,"Comedy,Horror"
tt0374688,Gun Crazy: A Woman from Nowhere,Atsushi Muroga,2002,65,"Action,Crime,Drama"
tt0381980,Bet Your Life,Louis Morneau,2004,120,Action
tt0382330,As It Is in Heaven,Kay Pollak,2004,133,"Comedy,Drama,Music"
tt0410162,The King Maker,Lek Kitaparaporn,2005,92,"Adventure,Drama"
tt0417148,Snakes on a Plane,David R. Ellis,2006,105,"Action,Adventure,Crime"
tt0430768,Wild Tigers I Have Known,Cam Archer,2006,88,Drama
tt0461642,7 Dwarves: The Forest Is Not Enough,"Miguel Angelo Pate, Sven Unterwaldt Jr.",2006,95,"Comedy,Fantasy"
tt0463392,Zombie Nation,Ulli Lommel,2004,81,Horror
tt0486655,Stardust,Matthew Vaughn,2007,127,"Adventure,Fantasy,Romance"
tt0780595,Redline,Andy Cheng,2007,95,Action
tt0787475,Hot Rod,Akiva Schaffer,2007,88,"Comedy,Sport"
tt0791304,Georgia Rule,Garry Marshall,2007,113,"Comedy,Drama"
tt0806203,Carriers,"David Pastor, Àlex Pastor",2009,84,"Adventure,Drama,Horror"
tt0807840,Elephants Dream,Bassam Kurdali,2006,11,"Animation,Sci-Fi,Short"
tt0808399,"New York, I Love You","Mira Nair, Fatih Akin, Yvan Attal, Randall Balsmeyer, Allen Hughes, Shunji Iwai, Wen Jiang, Shekhar Kapur, Joshua Marston, Natalie Portman, Brett Ratner",2008,103,"Comedy,Drama,Romance"
tt0865957,WarGames: The Dead Code,Stuart Gillard,2008,100,"Drama,Sci-Fi,Thriller"
