suite,question,method,repetition,truth_count,found_count,tp,fp,fn,precision,recall,f1,wall_seconds,llm_calls,cheap_calls,expensive_calls,cheap_seconds,expensive_seconds,cascade_target,calibration_budget,calibration_candidates,calibration_agreement,learned_confidence_threshold
5q,q_03,trummer_v1,8,15,16,15,1,0,0.9375,1.0,0.967741935483871,16.91631421505008,9,7,2,13.118005569034722,3.785456835059449,0.9,20,20,0.8947368421052632,
5q,q_03,trummer_v1,9,15,16,15,1,0,0.9375,1.0,0.967741935483871,16.919557106040884,9,7,2,13.128287415020168,3.775272495986428,0.9,20,20,0.8947368421052632,
5q,q_03,trummer_v1,10,15,16,15,1,0,0.9375,1.0,0.967741935483871,16.908849893021397,9,7,2,13.12338394986,3.775035191036295,0.9,20,20,0.8947368421052632,
5q,q_04,suql_baseline,1,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.953098286001477,49,0,49,0.0,20.928982365701813,0.9,20,0,0.0,
5q,q_04,suql_baseline,2,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.726991862000432,49,0,49,0.0,20.701074719661847,0.9,20,0,0.0,
5q,q_04,suql_baseline,3,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.664195528021082,49,0,49,0.0,20.64049697795417,0.9,20,0,0.0,
5q,q_04,suql_baseline,4,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.674981337971985,49,0,49,0.0,20.653066096827388,0.9,20,0,0.0,
5q,q_04,suql_baseline,5,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.657050349982455,49,0,49,0.0,20.632258245081175,0.9,20,0,0.0,
5q,q_04,suql_baseline,6,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.629597374005243,49,0,49,0.0,20.60589771613013,0.9,20,0,0.0,
5q,q_04,suql_baseline,7,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.649520203005522,49,0,49,0.0,20.62640929914778,0.9,20,0,0.0,
5q,q_04,suql_baseline,8,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.56613950902829,49,0,49,0.0,20.539628562226426,0.9,20,0,0.0,
5q,q_04,suql_baseline,9,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.64803506998578,49,0,49,0.0,20.625650194007903,0.9,20,0,0.0,
5q,q_04,suql_baseline,10,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,20.596381645009387,49,0,49,0.0,20.572474130196497,0.9,20,0,0.0,
